ID,Tweet,Replies,Retweets,Likes,Bookmarks,Views,PostDate,Timestamp
dxbltf008s,"นิสิตใหม่ไม่หลง  (English Below)
ต้อนรับนิสิตใหม่ และต้อนรับการเปิดเทอมจ้า 
มาดูกันว่า ม.เกษตรฯ เรามีสถานที่สำคัญอะไรบ้าง อย่าลืมเซฟเก็บไว้กันหลงนะ
เปิดเทอมแล้วเจอกันน
#เกษตรศาสตร์ #kasetsart #ทีมมก #ku #freshy #ku84  #welcomeku84 #ยินดีต้อนรับ  #เปิดทเทอม #university",0,0,2,4,974,2024-06-24 01:33:12,2024-11-26 01:15:35
uebsl405b5q,"ต้องขอบคุณทั้งองค์กรสังคมนิยมแรงงานและคนที่จุดดราม่านะครับ  ให้เครดิตทั้งสองฝ่ายเลย เพราะมันทําให้วันนี้คนมาร่วมเยอะเลย มาตั้ง 13 คน + เจ้าหน้าที่ในเครื่องแบบมาเช็คถึงโต๊ะ 

#ซุ้มศักดิสิทธิ์
#สังคมนิยมแรงงาน
#เกษตรศาสตร์",0,4,4,0,376,2024-01-04 14:16:18,2024-11-26 01:15:35
o9rctm7qjee,"ยินดีต้อนรับน้องๆทุกคนที่ติดคณะสัตวแพทยศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ด้วยนะคะ

สามารถสแกนคิวอาร์โค้ดเพื่อเข้ากลุ่มไลน์vet88 ได้เลยน้าาา

#ทีมมก #มก #Tcas67 #DEK67 #สัตวแพทย์ #เกษตรศาสตร์ #บางเขน #เด็กซิ่ว",0,16,3,2,3309,2024-05-20 03:41:27,2024-11-26 01:15:35
i06v8ausl3,"คณะประมง มหาวิทยาลัยเกษตรศาสตร์ แนะ เมนูกู้แหล่งน้ำ “ขนมจีนน้ำยาปลาหมอคางดำ”

#ปลาหมอคางดำ #ขนมจีนน้ำยาปลาหมอคางดำ #คณะประมง #เกษตรศาสตร์ #ไทยพับลิก้า #Thaipublica",0,2,1,0,617,2024-07-13 05:46:16,2024-11-26 01:15:35
3ecb1vwudp5,"'แพทยสภา' รับรองแล้ว!
หลักสูตร 'แพทยศาสตร์ ม.เกษตรฯ'
พร้อมเปิดสอนปี 67 รองรับได้ 48 คน #แพทยศาสตร์ #เกษตรศาสตร์ #แพทยสภา
https://thecoverage.info/news/content/5464…",0,0,1,0,126,2023-09-26 10:54:55,2024-11-26 01:15:35
pxm6h8r60t,"𝟏𝟕-𝟏𝟖 สิงหาคมนี้  โทร. 1172 กด 3 ลุ้นรับ #คุกกี้หมีเนย #gentlewoman 

CHATEAU IN TOWN : KASET CAMPUS 𝑽𝑽𝑰𝑷 𝑫𝑨𝒀 
พิกัด : https://maps.app.goo.gl/Vm5xfHVXcnykS5qm7… 

#LISAxROSALÍA #คอนโดใหม่ #เกษตรนวมินทร์ #เกษตร #พหลโยธิน #เกษตรศาสตร์ #คลองบางบัว #หวยงวดนี้ #นายกรัฐมนตรี #นายกคนที่31",0,0,0,1,1314,2024-08-16 03:06:53,2024-11-26 01:15:35
kzbytrf28zc,"มช.ทูลเกล้าฯ ถวายปริญญาดุษฎีบัณฑิตกิตติมศักดิ์แด่กษัตริย์ภูฏาน

อ่านข่าวเพิ่ม : https://thaipbs.or.th/news/content/341243…

#สมเด็จพระราชาธิบดีจิกมีเคเซอร์นัมเกลวังชุก #มหาวิทยาลัยเชียงใหม่ #ปริญญาดุษฎีบัณฑิตกิตติมศักดิ์สาขาเกษตรศาสตร์ #กษัตริย์ภูฏาน #มช #เกษตรศาสตร์ #RoyalProjectofBhutan",0,0,5,0,1106,2024-06-21 01:15:48,2024-11-26 01:15:35
33rnr5cafqt,ถ้าเราอยากอยู่ห้องเดียวกับเพื่อนสามารถทำยังไงได้มั้งคะ พอดีทักไปถามม.แล้วเค้าบอกสุ่มอย่างเดียวเลยค่ะ แนะนำได้นะคะ #หอในนอก #ทีมมก #เกษตรบางเขน #เกษตรศาสตร์ ปี1ค่ะ,1,0,0,0,443,2023-05-14 07:38:50,2024-11-26 01:15:35
zzg6342dpa,"“สุวัจน์” เปิดงาน เดิน-วิ่ง ม.เกษตร  KU RUN 3 ชิงถ้วยพระราชทาน หารายได้สร้างโรงพยาบาลคณะแพทย์ศาสตร์ ม.เกษตรศาสตร์

#สุวัจน์ #เกษตรศาสตร์ #kurun3",0,0,0,0,991,2024-02-25 09:52:02,2024-11-26 01:15:35
vcp1ognf2g,"เปิดเทอมวันแรก นิสิต ม.เกษตรชูป้าย ‘อย่าปล่อยการเมืองไทยถอยหลังลงคลอง’ ร้องสิทธิประกันนักโทษความคิด

อ่านข่าว-https://matichon.co.th/politics/news_4646141…

#มติชนออนไลน์ #เกษตรศาสตร์ #บุ้งทะลุวัง #บุ้งเนติพร",101,1021,1891,21,111640,2024-06-24 12:53:09,2024-11-26 01:15:35
1a7tbtj6ocp,"เกิดเหตุเพลิงไหม้ ใน ม.เกษตรศาสตร์ บางเขน ระดมกำลังดับทัน รอตรวจสาเหตุต่อ

https://komchadluek.net/news/crime/563628…

#ไฟไหม้ #เกษตรศาสตร์ #บางเขน #ข่าว #คมชัดลึก",0,0,2,0,2122,2023-11-18 10:25:05,2024-11-26 01:15:35
erysyd9rori,"รบกวนช่วยรีหน่อยค่ะ
เวลาประมาณ 23.40 น. ใครที่ขับรถผ่านบริเวณสะพานข้ามแยกเกษตรฝั่งขาออก (ฝั่งม.เกษตร) แล้วพบเห็นอุบัติเหตุรถปิ๊กอัพชนรถจักรยานยนต์ รบกวนติดต่อเรามาหน่อยได้มั้ยคะ พอดีผู้ประสบเหตุเป็นพี่ชายเรา คนขับชนแล้วหนีค่ะ #อุบัติเหตุ #รถชน #เกษตรบางเขน #เกษตรศาสตร์",1,38,2,0,2958,2023-05-21 18:13:30,2024-11-26 01:15:35
mgdsj92vfu8,ขอเชิญร่วมงาน “เดินวิ่งปั่น” เฉลิมพระเกียรติพระบาทสมเด็จพระเจ้าอยู่หัว เนื่องในโอกาสมหามงคลเฉลิมพระชนมพรรษา 6 รอบ 28 กรกฎาคม 2567 #Run #วิ่ง #kasetsart #ku #เกษตรศาสตร์,0,1,3,0,769,2024-08-02 09:12:00,2024-11-26 01:15:35
g2qpyyqta7,"“ม.เกษตร” ต่อยอดหลักสูตร “KU CARE” รุ่น2  ยกระดับผู้บริหารระดับสูงขององค์กร สู่มาตรฐานอย่างยั่งยืน  https://energynewscenter.com/%e0%b8%a1-%e0%b9%80%e0%b8%81%e0%b8%a9%e0%b8%95%e0%b8%a3-%e0%b8%95%e0%b9%88%e0%b8%ad%e0%b8%a2%e0%b8%ad%e0%b8%94%e0%b8%ab%e0%b8%a5%e0%b8%b1%e0%b8%81%e0%b8%aa%e0%b8%b9%e0%b8%95%e0%b8%a3-ku-care/… ผ่าน 
@EnergyNewsCent1
#KU Care #เกษตรศาสตร์ #เคยู แคร์ #นโยบายสีเขียว #ธุรกิจ #ความยั่งยืน #เน็ต ซีโร่",0,0,1,0,168,2024-06-02 05:38:43,2024-11-26 01:15:35
43d2dd5ipl2,"มหาวิทยาลัยเกษตรศาสตร์ ขอแสดงความยินดีกับบัณฑิตและครอบครัว
ขอมอบสิ่งดี ๆ จากใจในวันซ้อมย่อยซ้อมใหญ่ 
วันที่ 2 - 5 ตุลาคม 2567 แก่บัณฑิตใหม่ทุกคน
เพราะทุกคนคือ พลังของเคยูที่เราภาคภูมิใจ
#ปริญญา2566 #Kasetsart #เกษตรศาสตร์ #ku #congratulations #มก",1,8,9,0,1345,2024-10-02 00:40:52,2024-11-26 01:15:35
vtn7c3n34y,"ดูบอลสด ถ่ายทอดสด ฟุตบอล รีโว่ คัพ เกษตรศาสตร์ VS ทรู แบงค็อก
#ดูบอลสด
#ลิ้งค์ดูบอลสด
#ตารางดูบอลสด
#ฟุตบอลรีโว่คัพ
#เกษตรศาสตร์
#ทรูแบงค็อกยูไนเต็ด",0,0,2,0,549,2024-10-30 08:38:04,2024-11-26 01:15:35
zyz2f12ncng,"วันนี้ 2 กุมภาพันธ์ #ครบรอบ81ปี #เกษตรศาสตร์ 
ข้าพระพุทธเจ้า ในนามนิสิตเก่า KU
น้อมรำลึกในพระมหากรุณาธิคุณ 
-----------
2 กุมภาพันธ์ พ.ศ. 2486 
สถาปนามหาวิทยาลัยเกษตรศาสตร์",0,1,2,0,249,2024-02-02 15:57:59,2024-11-26 01:15:35
1752188393537282214,"Kaset X บางบัวร่วมใจพัฒนา (สะพานไม้2) X สส.แบงค์

ร่วมทำ CSR Workshop ระหว่างนักศึกษาปี1 คณะสถาปัตย์ ม. #เกษตรศาสตร์ (IPDI) กับ ชุมชนบางบัวร่วมใจพัฒนา #สะพานไม้2 #เขตหลักสี่  

โดย เป้าหมายคือให้นิสิต สมาชิกชุมชน และเยาวชน แชร์ความรู้ และหาภาพจำให้ชุมชนจากผลิตภัณฑ์(ที่มีอยู่แล้ว)",14,474,1001,5,42163,2024-01-30 04:34:01,2024-11-26 01:46:17,BankSuphanatMin
1761313170013266160,"[วิทยากรบรรยายเรื่อง การระบายน้ำในกทม. ที่ ม.#เกษตรศาสตร์]

วันนี้ไปเป็นวิทยากรบรรยาย หัวข้อ “ปัญหาการเกิด #น้ำท่วม และข้อมูลการ #ระบายน้ำ ใน กทม.” ให้นิสิตปริญญาโท ที่ภาควิชาวิศวกรรมทรัพยากรน้ำ คณะวิศวกรรมศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ ครับ 

หลักๆของการระบายน้ำ",16,528,1140,9,30331,2024-02-24 08:52:38,2024-11-26 01:46:17,BankSuphanatMin
1856893005283954835,"การประชุมทางวิชาการ มหาวิทยาลัยเกษตรศาสตร์ ครั้งที่ 63
วันที่ 4 - 6 มีนาคม 2568
ภายใต้ธีม ""ปัญญาประดิษฐ์สู่การใช้ประโยชน์และการพัฒนาอย่างยั่งยืน""

#ประชุมวิชาการมหาวิทยาลัยเกษตรศาสตร์ #มหาวิทยาลัย #เกษตรศาสตร์ #มก #kasetsart #ku",0,2,4,0,783,2024-11-14 02:52:46,2024-11-26 01:46:17,kasetsart_ku
1682350613080977408,สนามแรกของนักเรียน นักศึกษา #KU #เกษตรศาสตร์ #ม็อบ21กรกฎา66,3,364,514,0,19392,2023-07-21 11:23:37,2024-11-26 01:46:17,TorlaeLand
1725791275780321468,"14.52 น. วันที่ 18 พ.ย. 66  ไฟไหม้ภายใน ม.เกษตรศาสตร์ จนท.รุดควบคุมเพลิง
#เกษตร
#เกษตรศาสตร์ 
#ไฟไหม้",1,79,53,2,32374,2023-11-18 08:21:18,2024-11-26 01:46:17,MatichonOnline
1740792044866752951,"#คณะในฝัน #DEK67 #TCAS67 #TGAT #Alevel #คณะอักษรศาสตร์ #คณะศิลปศาสตร์ #คณะมนุษย์ศาสตร์ #มก #เกษตรศาสตร์ #KU

อยากติด…มนุษย์(จีน)มก ต้องได้คะแนนเท่าไหร่??

พี่คำนวณคร่าว ๆ ให้แล้ว +,-ได้นิดหน่อย…ถ้า Final คะแนนรวมตามนี้คือเซฟเลย ติดแน่นอน",0,5,8,9,3724,2023-12-29 17:49:00,2024-11-26 01:46:17,WTPyuck
1795047950093058432,"“ศุภมาส” ดัน ม.เกษตรฯ เป็นศูนย์กลางแพลตฟอร์มดิจิทัลและปัญญาประดิษฐ์ ยกระดับความสามารถด้านการเกษตร อาหาร และความหลากหลายทางชีวภาพของประเทศ

 https://shorturl.asia/4HMGV

#กระทรวงการอุดมศึกษาวิทยาศาสตร์วิจัยและนวัตกรรม
#MHESI
#ศุภมาสอิศรภักดี
#ผึ้งศุภมาส
#พี่ผึ้งอว",0,24,25,0,201,2024-05-27 11:02:36,2024-11-26 01:46:17,SupamasBJT
1831222057314517113,"ม.เกษตรศาสตร์ ประกาศ กำหนดการรับสมัครผ่าน #TCAS68
.
อ่านที่ : https://eduzones.com/2024/09/02/ku-tacs68/…

#KU #dek68 #เกษตรศาสตร์",0,0,0,1,446,2024-09-04 06:45:35,2024-11-26 01:46:17,eduzones
1798624900351135781," คณะเกษตรศาสตร์ vs คณะวนศาสตร์ ต่างกันยังไง มาดูกันเลย!
.
 คณะเกษตรศาสตร์ เน้นเรียนเกี่ยวกับการเกษตร พืชประเภทต่าง ๆ
 ส่วนคณะวนศาสตร์ จะเรียนเกี่ยวกับป่าไม้และทรัพยากรธรรมชาติ
.
#TCASter #Dek68 #Dek69 #คณะเกษตรศาสตร์ #คณะเกษตร #คณะวนศาสตร์ #วนศาสตร์ #เกษตรศาสตร์ #กรมป่าไม้",0,10,10,1,2845,2024-06-06 07:56:07,2024-11-26 01:46:17,TCASterApp
1746023663688912984,"ใครไม่แฟร์ #เกษตรแฟร์ แน่นอน! เพราะงานแฟร์ประจำปีของมหาวิทยาลัยเกษตรศาสตร์อย่าง “เกษตรแฟร์” กำลังจะเริ่มขึ้นอีกครั้งในวันที่ 2-10 กุมภาพันธ์ 2567 นี้ จัดเต็ม 9 วันเหมือนเดิม 

#Routeen #Routeenco #เกษตรแฟร์2024 #เกษตรแฟร์67 #เที่ยวไหนดี #เกษตรศาสตร์ #ตลาดนัด",1,3,4,0,5848,2024-01-13 04:17:35,2024-11-26 01:46:17,Routeenco
1745075287535104028,Soc Night ที่ม.เกษตร บางเขนนน #chilaxband #smosocku #smosocku66 #socku #สังคมศาสตร์ #เกษตรศาสตร์ #ku,0,0,0,0,357,2024-01-10 13:29:05,2024-11-26 01:46:17,chilaxband
1834548488585236847," 'เปิดครบทั้ง 4 รอบ' แบบไม่มีกั๊ก ม.เกษตรศาสตร์ วิทยาเขตศรีราชา
เริ่มรอบพอร์ต 1 ตุลาคมนี้แล้ว!
.
ไม่พลาดทุกข่าวสาร TCAS
ต้องโหลด TCASter App มาใช้กันนะ
#TCASter #Mytcas #TCAS68 #DEK68 #admission #portfolio #Quota #DirectAdmission #KU #kasetsart #เกษตรศาสตร์",0,5,23,4,2310,2024-09-13 11:03:38,2024-11-26 01:46:17,TCASterApp
1843583852767547396," เช็กด่วนน! คุณสมบัติรอบพอร์ตโครงการช้างเผือก ม.เกษตร
เปิดรับเยอะมากก กว่า 1,500 ที่นั่ง 
เปิดรับสมัครตั้งแต่ 15 ต.ค.–15 พ.ย. 67
เช็กคุณสมบัติของแต่ละสาขาที่โพสต์นี้เลย

#TCASter #Mytcas #TCAS67 #TCAS68 #DEK68 #dek69 #KU #เกษตรศาสตร์ #มหาวิทยาลัย #มหาวิทยาลัยเกษตร #สอบติดมหาลัย",1,5,30,11,3227,2024-10-08 09:26:57,2024-11-26 01:46:17,TCASterApp
1830093227380387874,"เรียบแบบ สืบ นาคะเสถียร : คณะวนศาสตร์: เรียนเกี่ยวกับอะไร? เรียนที่ไหน? จบไปทำงานอะไรได้บ้าง?
.
อ่านต่อบทความฉบับเต็ม ที่ https://thestudy-th.com/blog/7532/pannwangan22…
.
#TCAS68 #dek68 #สืบนาคะเสถียร #วันสืบนาคะเสถียร #คณะวนศาสตร์ #มหาวิทยาลัยเกษตรศาสตร์ #เกษตรศาสตร์ #ku",0,1,0,0,341,2024-09-01 04:00:01,2024-11-26 01:46:17,TheStudyTH_X
1754723231368679898,"TOP 5 อันดับโรงเรียนที่สอบติด ""มหาวิทยาลัยเกษตรศาสตร์""
.
จากตัวช่วยการคำนวนคะแนนสอบเข้ามหาลัยที่ดีที่สุด 
สามารถเข้าไปทดลองใช้งานกันได้ที่ >> https://monkeyeveryday.com/tcas
.
#MonkeyEverydayTH #dek67 #เตรียมสอบ #เรียนพิเศษมัธยมปลาย #เรียนพิเศษ #เรียนออนไลน์ #TCAS #เกษตรศาสตร์",0,1,2,1,1971,2024-02-06 04:26:34,2024-11-26 01:46:17,monkey_tcas
1749219795646779650,ประกาศรอบพอร์ตแล้วหรอคะ #เกษตรศาสตร์,0,0,0,0,260,2024-01-21 23:57:52,2024-11-26 01:46:17,VedxNonoey
1849408243992260767,"ม.เกษตรศาสตร์ ประกาศ จำนวนรับและเกณฑ์การคัดเลือกในระบบ #TCAS68 รอบที่ 3 #Admission

อ่านที่ : https://eduzones.com/2024/10/24/ku-admission68/…

#dek68 #KU #เกษตรศาสตร์",0,0,0,0,588,2024-10-24 11:11:00,2024-11-26 01:46:17,eduzones
1829428982452007077,"ม.เกษตรศาสตร์ ปล่อยปฏิทิน TCAS68 ของ บางเขน, สุพรรณบุรี, การชลประทาน .
.
อ่านต่อบทความฉบับเต็ม ที่ https://thestudy-th.com/blog/7519/tcas-ku30867… 
.
#TCAS #TCAS68 #เกษตรศาสตร์ #KU #thestudy",0,0,0,0,55,2024-08-30 08:00:33,2024-11-26 01:46:17,TheStudyTH_X
1824281647879209293,"𝟏𝟕-𝟏𝟖 สิงหาคมนี้  โทร. 1172 กด 3 ลุ้นรับ #คุกกี้หมีเนย #gentlewoman 

CHATEAU IN TOWN : KASET CAMPUS 𝑽𝑽𝑰𝑷 𝑫𝑨𝒀 
พิกัด : https://maps.app.goo.gl/Vm5xfHVXcnykS5qm7… 

#LISAxROSALÍA #คอนโดใหม่ #เกษตรนวมินทร์ #เกษตร #พหลโยธิน #เกษตรศาสตร์ #คลองบางบัว #หวยงวดนี้ #นายกรัฐมนตรี #นายกคนที่31",0,0,0,1,1314,2024-08-16 03:06:53,2024-11-26 01:46:17,CMCHappyC
1858329845866156455,"ปิดรับสมัครอย่างเป็นทางการ KU Run 4
สำหรับใครที่สมัครเรียบร้อย เตรียมตัวให้พร้อม! 
วิ่งรวมพลังเกษตรศาสตร์ Power of KU 
มาเจอกัน 15 ธันวาคม นี้!
#KURUN4 #เกษตรศาสตร์ #kasetsart #university #run #exercise #donation #โรงพยาบาลมหาวิทยาลัยเกษตรศาสตร์",0,0,0,0,211,2024-11-18 02:02:16,2024-11-26 01:46:17,kasetsart_ku
1823943804845744509,"KU Innovation Contest 4 @ Phetchaburi
ค่ายนักคิด พิชิตนวัตกรรม ซีซั่น 4 บูรณาการศาสตร์
เปิดรับสมัครแล้ววันนี้ - 20 สิงหาคม 2567
รับสมัครนิสิตจำนวน 5 ท่าน เพื่อร่วมกิจกรรมกับเพื่อนๆ 75 คน จาก 15 คณะ
รางวัลรวม 145,000 บาท 
อย่ารอช้า รีบสมัครกันเลย
#ku #ค่ายนักคิด #เกษตรศาสตร์",0,2,3,0,882,2024-08-15 04:44:24,2024-11-26 01:46:17,kasetsart_ku
1695061374710272339," #ThePlannerEducation รวมมาให้ครบจบในเธรดนี้แล้ว กับ ""หลักสูตรอินเตอร์จาก 10 มหา'ลัยรัฐ"" 

สมัครติว   http://bit.ly/3AVZOt6 

#DEK67 #TCAS #จุฬา #มหิดล #มข #มช #เกษตรศาสตร์ #tcas67 #ธรรมศาสตร์ #MUIC #ศิลปากร #มศว #muic #suic #swu #kmitl #dek68 #dek69 #tcas67",1,2,0,0,1679,2023-08-25 13:11:39,2024-11-26 01:46:17,theplannertutor
1792400214827081846,"ยินดีต้อนรับน้องๆทุกคนที่ติดคณะสัตวแพทยศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ด้วยนะคะ

สามารถสแกนคิวอาร์โค้ดเพื่อเข้ากลุ่มไลน์vet88 ได้เลยน้าาา

#ทีมมก #มก #Tcas67 #DEK67 #สัตวแพทย์ #เกษตรศาสตร์ #บางเขน #เด็กซิ่ว",0,16,3,2,3310,2024-05-20 03:41:27,2024-11-26 01:46:17,Welcomevetku
1665622712612532224,"สินค้ามือสอง ราคาปุกปิกก~~ 
เรากำลังจะย้ายออกจากหอแถว ม.เกษตร บางเขน สิ้นเดือนนี้ เลยขอมาเปิดแผงขายของ 
#dek66 #เกษตรศาสตร์",2,4,1,1,1290,2023-06-05 07:32:55,2024-11-26 01:46:17,panangpangtod
1753219125059506219,"“สถานเรียนเกษตรนั้น เราผูกพันบูช
 2 กุมภาพันธ์ 2567
81 ปี แห่งการสถาปนามหาวิทยาลัยเกษตรศาสตร์ 
 
#81thKasetsartUniversity #81stKU #81yearsKU #81ปีมก #proudtobeku #kasetsart #เกษตรศาสตร์ #วันเกษตรศาสตร์ #KU #เคยู #มก #KUSEXYBOY",0,3,8,0,2436,2024-02-02 00:49:47,2024-11-26 01:46:17,kusexyboy
1758030905351016836,"ยินดีด้วยกับน้องพา จากเซนโยด้วยค่าา หลังจาก #ทำพอร์ต กันมาอย่างยาวนาน ก็สอบติดไปถึง 3 ที่ ทั้ง #ศิลปากร #เกษตรศาสตร์ #แม่ฟ้าหลวง
คิดถึงมาก ๆ สอนเมื่อไรมีแต่ความสนุก เรียนไปขำไปเม้าไป

#dek67 #พอร์ตฟอลิโอ #พอร์ตโฟลิโอ #พอร์ตยื่นมหาลัย #รอบพอร์ต #ทำportfolio",0,0,0,0,964,2024-02-15 07:30:05,2024-11-26 01:46:17,Tutorrus
1829136892618789163," เกษตรศาสตร์ รวมใจ ช่วยเหลือผู้ประสบอุทกภัย !!! มหาวิทยาลัยเกษตรศาสตร์ เปิดศูนย์รับบริจาคสิ่งของและเงินสนับสนุนเพื่อช่วยเหลือผู้ประสบอุทกภัย อ่านต่อ
https://facebook.com/share/xeEEfydJiP7uDo7a/?mibextid=oFDknk…
#เกษตรศาสตร์ #น้ําท่วม67  #น้ําท่วม67 #น้ําท่วมภาคเหนือ #วิทยุมก #kuradionetwork",0,2,2,0,273,2024-08-29 12:39:53,2024-11-26 01:46:17,KuSongkhla
1797636440110879072,"มก ขึ้นทะเบียนกันครบหรือยังจ๊ะ 

ขออนุญาตเปิดหน้าลูกค้าเพื่อรีวิว

เช็ครีวิว  #reviewsjennyeditorth

#รูปติดบัตร #นักศึกษา #เกษตรศาสตร์ #สมัครเรียน #มอเกษตร #มหาวิทยาลัยเกษตรศาสตร์ #มก #KU #มอเกษตรสกล #มอเกษตรศรีราชา #มอเกษตรบางเขน #มอเกษตรกําแพงแสน #kasetsartuniversity",0,0,1,0,1762,2024-06-03 14:28:20,2024-11-26 01:46:17,JennyEditorTH
1859483470092959812,"น้องๆ 68 ม.เกษตร มีอะไรจะบอก
> 𝐓𝐂𝐀𝐒𝟐 เปิดรับสมัครรอบโควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์ (KU Soft Power)
รายละเอียดที่เปิดรับ : https://shorturl.asia/EkPSO
รายละเอียดเพิ่มเติม : https://admission.ku.ac.th
#tcas68 #tcas #dek68 #Tcas2 #KUSoftpower #kasesart #เกษตรศาสตร์ #ทีมมก",0,1,1,0,487,2024-11-21 06:26:21,2024-11-26 01:46:17,kasetsart_ku
1859963408462029205,DM #กทม #thetraffic #เกษตรศาสตร์ #บางเขน,0,0,4,0,255,2024-11-22 14:13:27,2024-11-26 01:46:17,Dayly47449895
1802399651209122050,ในรูปนิ่งๆ ตัวจิงเน็ดได้งับ  ทักมาคุยกันค่ะ #สาวสอง #สาวอวบ #โสด #เรียลนักศึกษา #รัชโยธิน #ลาดพร้าววังหิน #เกษตรศาสตร์ #เสนานิคม #ลาดพร้าว,2,0,31,0,5477,2024-06-16 17:55:38,2024-11-26 01:46:17,MAPING21228
1728921798811746633,มาวิ่งงาน Run For Fisheries #RunForFisheries2023 ที่ ม.เกษตรศาสตร์ #ku #เกษตรศาสตร์ มาวิ่งที่นี่เป็นครั้งแรก ... ลงรุ่น 5KM แบบขำๆไม่ซีเรียส แต่เหนื่อยเอาเรื่อง  ปกติจะมาที่นี่เพราะงาน Barcamp,0,0,0,0,192,2023-11-26 23:40:53,2024-11-26 01:46:17,wissarut106
1851153420696379834,"ขายสัญญาต่อ  8เดือน you3condo 
ห้อง 1bedroom  
ค่าเช่าเดือนละ 9000฿ มัดจำ2เดือน
ทักมาถามได้นะคับ คุยกันได้ก่อน #มก #ชาวมก #เกษตรศาสตร์ #ขายสัญญา #KU #บางเขน #เกษตรบางเขน #ดีลมก #ดีลเกษตร #พหลโยธิน #พหล34 #คอนโด #หอมก #you3condo",1,1,0,0,550,2024-10-29 06:45:42,2024-11-26 01:46:17,cutcotcas
1655436419555549185,"คณะสัตวแพทย์ศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ พร้อมต้อนรับน้องๆนิสิตใหม่เข้ามาเจอกันได้แล้วน้า เด็กๆเข้ากรุ๊ปไลน์ได้เลยนะคับบ
#DEK66 #ทีมมก #สัตวแพทย์ #สัตวมก #เกษตรศาสตร์ #บางเขน #TCAS66",0,8,7,1,7874,2023-05-08 04:56:13,2024-11-26 01:46:17,Welcomevetku
1826788470515532129,บ่ายนี้ผมมีเสวนาโครงการพัฒนานิสิต เรื่อง สิทธิเด็ก : ยุติการลงโทษทางกายของเด็กในกรณีผู้ปกครองทำโทษบุตรโดยใช้ความรุนแรง ที่คณะสังคมศาสตร์ ม.#เกษตรศาสตร์ ผลจากสภาฯ รับหลักการแก้ไข ปพพ.#ประเทศนี้ไม่ตีเด็ก และกำลังพิจารณาวาระ 2 ตีได้ไม่ได้ ลงโทษได้แค่ไหน ติดตามกันครับ #พรรคประชาชน,0,32,70,0,1587,2024-08-23 01:08:06,2024-11-26 01:46:17,nuttha_PPLE
1710271184476987559,"วิศวะอินเตอร์ #เกษตรศาสตร์ หลักสูตร IUP vs IDDP เรียนวิศวะเหมือนกัน แต่หลักสูตรเป็นวิศวะกันคนละสายเลยจ้า

สมัครติว  http://bit.ly/3AVZOt6

#เรียนGED #เรียนไอเอลที่ไหนดี #สอบเทียบged #ทีมเกษตรศาสตร์ #ทีมมก #ทีมKU #KU #มก #DEK67 #DEK68 #TCAS #TCAS67 #ติวGEDที่ไหนดี #ADMISSION",0,1,1,0,1090,2023-10-06 12:30:00,2024-11-26 01:46:17,theplannertutor
1700689532876886262,บอกข่าวสำหรับนักวิ่งทั้งหลาย กับชาวเกษตรศาสตร์ด้วย #วิ่งการกุศล #เกษตรศาสตร์,0,0,1,0,240,2023-09-10 01:55:56,2024-11-26 01:46:17,Oxygen_totz
1691777404833009925,"แอดไลน์   http://bit.ly/3AVZOt6 แอดไลน์ตอนนี้ กดรับฟรีทันที!! “Universities Guide Book” ที่รวบรวม Requirement หลักสูตรอินเตอร์ขวัญใจเด็ก GEN Z เอาไว้

#DEK67 #TCAS #จุฬา #มหิดล #มข #มช #เกษตรศาสตร์  #tcas67 #ธรรมศาสตร์ #MUIC #ศิลปากร",0,1,0,0,915,2023-08-16 11:42:19,2024-11-26 01:46:17,theplannertutor
1812000571953488243,"คณะประมง มหาวิทยาลัยเกษตรศาสตร์ แนะ เมนูกู้แหล่งน้ำ “ขนมจีนน้ำยาปลาหมอคางดำ”

#ปลาหมอคางดำ #ขนมจีนน้ำยาปลาหมอคางดำ #คณะประมง #เกษตรศาสตร์ #ไทยพับลิก้า #Thaipublica",0,2,1,0,618,2024-07-13 05:46:16,2024-11-26 01:46:17,ThaiPublica
1704810658175553689,"อยากเข้า #วิศวะ #KU โอกาสมาถึงแล้ว ตอนนี้เปิดรับสมัคร PRE #TCAS IUP วิศวะอินเตอร์อยู่ ใครอยากเข้าหลักสูตรนี้ห้ามพลาดเลย!!
สมัครได้ตั้งแต่วันนี้ - 14 ตุลา

https://iup.eng.ku.ac.th/?page_id=22&fbclid=IwAR0R_4NSj-6igz6WJvE4MuDAyL28Di628Nn_iMMv4d9JHYFHhFH1pZ6DlKE…

#ติวIELTS #สอบIELTS #เรียนไอเอลที่ไหนดี #เกษตรศาสตร์ #Portfolio #DEK67 #DEK68 #TCAS #TCAS67",0,1,0,0,723,2023-09-21 10:51:49,2024-11-26 01:46:17,theplannertutor
