ID,Tweet,Cleaned_Tweet,Category,Relevance,Sentiment
1810522569390666141,Back To University กับ #Ulite #แอปผ่อนสินค้าไม่ใช้บัตร โปรร้อนแรง!! สำหรับชาวมหาวิทยาลัยเกษตรศาสตร์วิทยาเขตบางเขน รับสิทธิพิเศษได้ทั้งนักศึกษา อาจารย์ และบุคลากรมหาวิทยาลัยเกษตรศาสตร์วิทยาเขตบางเขน #เกษตรศาสตร์ #เกษตรศาสตร์บางเขน #KU #ฟรีดาวน์ #มก.,Back To University กับ   โปรร้อนแรง!! สำหรับชาวมหาวิทยาลัยเกษตรศาสตร์วิทยาเขตบางเขน รับสิทธิพิเศษได้ทั้งนักศึกษา อาจารย์ และบุคลากรมหาวิทยาลัยเกษตรศาสตร์วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,relevant,positive
1755909415637504267,C’est moi & Loyd คอมมูนิตี้ที่เป็นมากกว่าคาเฟ่หรือร้านไอศกรีมธรรมดา . ซอยงามวงศ์วาน 46 รีวิว->https://shorturl.asia/YmB6L . @aroii #cestmoi #cestmoicafe #loydicecream #คาเฟ่ไอศกรีม #เกษตรศาสตร์ #เสนานิคม #tamagofreemag #tamagoonline #tamagoพาไป,C’est moi & Loyd คอมมูนิตี้ที่เป็นมากกว่าคาเฟ่หรือร้านไอศกรีมธรรมดา . ซอยงามวงศ์วาน 46 รีวิว->https://shorturl.asia/YmB6L . @aroii,มหาวิทยาลัยเกษตรศาสตร์,irrelevant,neutral
1859963408462029205,DM #กทม #thetraffic #เกษตรศาสตร์ #บางเขน,DM,มหาวิทยาลัยเกษตรศาสตร์,irrelevant,neutral
1869357193239339180,"IG Story Repost Update |18.12.67 IG :thai.busofficial // @kasetsart_ku ฝากถึง ว่าที่ KU 85 พี่ ""ไทย"" ชญานนท์ ภาคฐิน KU 83 คณะวิศวกรรมศาสตร์ ชวนน้อง ๆ นักเรียนมัธยมปลายเข้าร่วมงานนิทรรศการตลาดนัดหลักสูตรอุดมศึกษา ครั้งที่ 27 #เกษตรศาสตร์ #THAIchayanon #BUSbecauseofyouishine","IG Story Repost Update |18.12.67 IG :thai.busofficial // @kasetsart_ku ฝากถึง ว่าที่ KU 85 พี่ ""ไทย"" ชญานนท์ ภาคฐิน KU 83 คณะวิศวกรรมศาสตร์ ชวนน้อง ๆ นักเรียนมัธยมปลายเข้าร่วมงานนิทรรศการตลาดนัดหลักสูตรอุดมศึกษา ครั้งที่ 27",มหาวิทยาลัยเกษตรศาสตร์,relevant,positive
1823943804845744509,"KU Innovation Contest 4 @ Phetchaburi ค่ายนักคิด พิชิตนวัตกรรม ซีซั่น 4 บูรณาการศาสตร์ เปิดรับสมัครแล้ววันนี้ - 20 สิงหาคม 2567 รับสมัครนิสิตจำนวน 5 ท่าน เพื่อร่วมกิจกรรมกับเพื่อนๆ 75 คน จาก 15 คณะ รางวัลรวม 145,000 บาท อย่ารอช้า รีบสมัครกันเลย #ku #ค่ายนักคิด #เกษตรศาสตร์","KU Innovation Contest 4 @ Phetchaburi ค่ายนักคิด พิชิตนวัตกรรม ซีซั่น 4 บูรณาการศาสตร์ เปิดรับสมัครแล้ววันนี้ - 20 สิงหาคม 2567 รับสมัครนิสิตจำนวน 5 ท่าน เพื่อร่วมกิจกรรมกับเพื่อนๆ 75 คน จาก 15 คณะ รางวัลรวม 145,000 บาท อย่ารอช้า รีบสมัครกันเลย",มหาวิทยาลัยเกษตรศาสตร์,relevant,positive
1752188393537282214,Kaset X บางบัวร่วมใจพัฒนา (สะพานไม้2) X สส.แบงค์ ร่วมทำ CSR Workshop ระหว่างนักศึกษาปี1 คณะสถาปัตย์ ม. #เกษตรศาสตร์ (IPDI) กับ ชุมชนบางบัวร่วมใจพัฒนา #สะพานไม้2 #เขตหลักสี่ โดย เป้าหมายคือให้นิสิต สมาชิกชุมชน และเยาวชน แชร์ความรู้ และหาภาพจำให้ชุมชนจากผลิตภัณฑ์(ที่มีอยู่แล้ว),Kaset X บางบัวร่วมใจพัฒนา (สะพานไม้2) X สส.แบงค์ ร่วมทำ CSR Workshop ระหว่างนักศึกษาปี1 คณะสถาปัตย์ ม.  (IPDI) กับ ชุมชนบางบัวร่วมใจพัฒนา   โดย เป้าหมายคือให้นิสิต สมาชิกชุมชน และเยาวชน แชร์ความรู้ และหาภาพจำให้ชุมชนจากผลิตภัณฑ์(ที่มีอยู่แล้ว),มหาวิทยาลัยเกษตรศาสตร์,relevant,positive
1822157897243001328,"Kave Seed Kaset มีรถรับ-ส่งถึงมอเกษตร #uni03887 พร้อมเข้าอยู่ 14,000/เดือน 1 bed 28 sqm ห้องนอนมีประตูปิดให้ความเป็นส่วนตัวสุดๆ เครื่องใช้ไฟฟ้าครบ","Kave Seed Kaset มีรถรับ-ส่งถึงมอเกษตร  พร้อมเข้าอยู่ 14,000/เดือน 1 bed 28 sqm ห้องนอนมีประตูปิดให้ความเป็นส่วนตัวสุดๆ เครื่องใช้ไฟฟ้าครบ",มหาวิทยาลัยเกษตรศาสตร์,relevant,positive
1835992224741683658,"MRT เวลาพีคๆ รอวนไป 3 คันแล้ว ยังไม่ได้ขึ้น ~ ดูหนัง ฟังเพลงรอจ้า #เน็ตทรู อย่างแรง ↓598437 kb/s ↑43433 kb/s, ⇄ 14 ms / Mobile:TRUE-H / #iPhone13ProMax / #nPerf v2.13.9 /","MRT เวลาพีคๆ รอวนไป 3 คันแล้ว ยังไม่ได้ขึ้น ~ ดูหนัง ฟังเพลงรอจ้า  อย่างแรง ↓598437 kb/s ↑43433 kb/s, ⇄ 14 ms / Mobile:TRUE-H /  /  v2.13.9 /",เน็ตทรู,irrelevant,neutral
1848922301326364982,Reviews #Game – Art Ontario College Advanced Diploma ของ George Brown College #georgebrowncollege #เรียนต่อแคนาดา #อยากอยู่แคนาดา #เรียนต่อต่างประเทศ #bigboxedu #นักเรียนแลกเปลี่ยน #Dek68 #Dek69 #Dek70 #MyGBC #College #Toronto #KU #kasetsart #ทีมมก #มก #เกษตรศาสตร์,Reviews  – Art Ontario College Advanced Diploma ของ George Brown College,มหาวิทยาลัยเกษตรศาสตร์,irrelevant,neutral
1745075287535104028,Soc Night ที่ม.เกษตร บางเขนนน #chilaxband #smosocku #smosocku66 #socku #สังคมศาสตร์ #เกษตรศาสตร์ #ku,Soc Night ที่ม.เกษตร บางเขนนน,มหาวิทยาลัยเกษตรศาสตร์,relevant,neutral
1858913280309551148,WiFi trueonline เป็นอะไรของมัน ใช้ไม่ได้ นานแล้ว #trueonline #เน็ตทรู #เน็ตล่ม @true_online,WiFi trueonline เป็นอะไรของมัน ใช้ไม่ได้ นานแล้ว    @true_online,เน็ตทรู,relevant,negative
1858929968753111435,Wifi บ้านของ True Online ห่วยมากๆ ค้างมา2ชั่วโมง พนักงาน ไม่ช่วยอะไรเลย ทั้ง I-service Call center ห่วยมากๆ สงสัยต้องเปลี่ยนค่ายแล้ว รวมกัน ห่วยลงจริงๆ #trueonline #เน็ตบ้าน #เน็ตทรู #สัญญาณค้าง #ใช้ไม่ได้ @true_online,Wifi บ้านของ True Online ห่วยมากๆ ค้างมา2ชั่วโมง พนักงาน ไม่ช่วยอะไรเลย ทั้ง I-service Call center ห่วยมากๆ สงสัยต้องเปลี่ยนค่ายแล้ว รวมกัน ห่วยลงจริงๆ      @true_online,เน็ตทรู,relevant,negative
1761313170013266160,[วิทยากรบรรยายเรื่อง การระบายน้ำในกทม. ที่ ม.#เกษตรศาสตร์] วันนี้ไปเป็นวิทยากรบรรยาย หัวข้อ “ปัญหาการเกิด #น้ำท่วม และข้อมูลการ #ระบายน้ำ ใน กทม.” ให้นิสิตปริญญาโท ที่ภาควิชาวิศวกรรมทรัพยากรน้ำ คณะวิศวกรรมศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ ครับ หลักๆของการระบายน้ำ,[วิทยากรบรรยายเรื่อง การระบายน้ำในกทม. ที่ ม. วันนี้ไปเป็นวิทยากรบรรยาย หัวข้อ “ปัญหาการเกิด  และข้อมูลการ  ใน กทม.” ให้นิสิตปริญญาโท ที่ภาควิชาวิศวกรรมทรัพยากรน้ำ คณะวิศวกรรมศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ ครับ หลักๆของการระบายน้ำ,มหาวิทยาลัยเกษตรศาสตร์,relevant,neutral
1836817702629036492,#ล่าสุด #เน็ตทรู #ตุยไปแล้วจ้าา #tuen online,online,เน็ตทรู,irrelevant,neutral
1852346977566228953,กากเหมือนกุขอใช้ฟรี ตังก็จ่าย #เน็ตทรู,กากเหมือนกุขอใช้ฟรี ตังก็จ่าย,เน็ตทรู,relevant,negative
1856893005283954835,"การประชุมทางวิชาการ มหาวิทยาลัยเกษตรศาสตร์ ครั้งที่ 63 วันที่ 4 - 6 มีนาคม 2568 ภายใต้ธีม ""ปัญญาประดิษฐ์สู่การใช้ประโยชน์และการพัฒนาอย่างยั่งยืน"" #ประชุมวิชาการมหาวิทยาลัยเกษตรศาสตร์ #มหาวิทยาลัย #เกษตรศาสตร์ #มก #kasetsart #ku","การประชุมทางวิชาการ มหาวิทยาลัยเกษตรศาสตร์ ครั้งที่ 63 วันที่ 4 - 6 มีนาคม 2568 ภายใต้ธีม ""ปัญญาประดิษฐ์สู่การใช้ประโยชน์และการพัฒนาอย่างยั่งยืน""",มหาวิทยาลัยเกษตรศาสตร์,relevant,neutral
1848763244791665007,กาโปกมากเสาล่มหรอกุจะบ้ส #เน็ตทรู,กาโปกมากเสาล่มหรอกุจะบ้ส,เน็ตทรู,irrelevant,negative
1815928760933183503,กำหนดลำดับคณะในวันพิธีพระราชทานปริญญาบัตร มหาวิทยาลัยเกษตรศาสตร์ ประจำปีการศึกษา 2566 #เกษตรศาสตร์ #ปริญญา #kasetsart #ปริญญา #ปริญญา2566 #ทีมมก #kaset #university,กำหนดลำดับคณะในวันพิธีพระราชทานปริญญาบัตร มหาวิทยาลัยเกษตรศาสตร์ ประจำปีการศึกษา 2566,มหาวิทยาลัยเกษตรศาสตร์,relevant,neutral
1820027084821111218,กุจะส่งแต่เรื่อง จนกว่ามึงกะแก้ไขสัญญาณเน็ต ไม่ปรับปรุงอะไรเลย ช้าก็ช้า สัญญาณหายก็บ่อย โทรมาก็ไม่แก้ไขอะไรจะโทรมาทำไม #เน็ตเอไอเอส #เอไอเอสเน็ตช้า #เน็ตกาก,กุจะส่งแต่เรื่อง จนกว่ามึงกะแก้ไขสัญญาณเน็ต ไม่ปรับปรุงอะไรเลย ช้าก็ช้า สัญญาณหายก็บ่อย โทรมาก็ไม่แก้ไขอะไรจะโทรมาทำไม,เน็ตเอไอเอส,relevant,negative
1833881994834686026,กุเหนื่อยกับมึงมากนะอีสันดาน เป็นไรเอ่ยยย หมุนอยู่นั้นแหละ #เน็ตทรู,กุเหนื่อยกับมึงมากนะอีสันดาน เป็นไรเอ่ยยย หมุนอยู่นั้นแหละ,เน็ตทรู,irrelevant,negative
1866414582711058491,กุไม่น่าย้ายมาค่ายมึงเลยอม่งกุจะกลับไปค่ายเขียวละนะ #เน็ตทรู,กุไม่น่าย้ายมาค่ายมึงเลยอม่งกุจะกลับไปค่ายเขียวละนะ,เน็ตทรู,relevant,negative
1863261166744867274,กูขอเน็ตมึงใช้หรอถามแค่นี้ เมื่อไหร่จะดี #เน็ตทรู,กูขอเน็ตมึงใช้หรอถามแค่นี้ เมื่อไหร่จะดี,เน็ตทรู,relevant,negative
1853704271700857019,กูจ่ายค่าเน็ตเกือบพัน เน็ตแม่งอืดทุกวัน อีเหี้ยยยยยยยยยยยย #เน็ตทรู,กูจ่ายค่าเน็ตเกือบพัน เน็ตแม่งอืดทุกวัน อีเหี้ยยยยยยยยยยยย,เน็ตทรู,relevant,negative
1765041300402020466,กูดูอะไรไม่ได้เลย #เน็ตเอไอเอส,กูดูอะไรไม่ได้เลย,เน็ตเอไอเอส,relevant,negative
1852988897837580646,กูเกลียด #เน็ตทรู,กูเกลียด,เน็ตทรู,irrelevant,negative
1788871940293423165,ขนาดGOMOเครือเดียวกับaisก็มิรอด #เน็ตเอไอเอส,ขนาดGOMOเครือเดียวกับaisก็มิรอด,เน็ตเอไอเอส,relevant,negative
1871014789910315087,ขอเชิญตรวจผลการออกสลาก สอบถามโทร. 0 2942 8153 ในวันทำการ เวลา 09.00-16.00 น. ภายในวันที่ 21 มีนาคม 2568 ตรวจสอบผลการออกสลากรางวัลได้ที่ https://iredcross.org/raffle/ หรือ http://ku.ac.th หรือ Facebook Kasetsart University #kasetsart #KU #สลากกาชาด #เกษตรศาสตร์,ขอเชิญตรวจผลการออกสลาก สอบถามโทร. 0 2942 8153 ในวันทำการ เวลา 09.00-16.00 น. ภายในวันที่ 21 มีนาคม 2568 ตรวจสอบผลการออกสลากรางวัลได้ที่ https://iredcross.org/raffle/ หรือ http://ku.ac.th หรือ Facebook Kasetsart University,มหาวิทยาลัยเกษตรศาสตร์,relevant,neutral
1833432716123247073,ขอเชิญนิสิต มก. ส่งคลิปสั้น (TikTok / Reels) ความยาว 1 นาที ในรูปแบบของคอนเทนต์ประเภทต่างๆ 1. ขำขันบันเทิง 2. กำลังใจให้เพื่อน 3. สร้างแรงบันดาลใจ 4. เนื้อหาความรู้ 5. ความคิดสร้างสรรค์ ร่วมกันส่งเข้ามาเยอะๆ น้าา #เกษตรศาสตร์ #kasetsart #kutob2 #TikTok #tiktokchallenge,ขอเชิญนิสิต มก. ส่งคลิปสั้น (TikTok / Reels) ความยาว 1 นาที ในรูปแบบของคอนเทนต์ประเภทต่างๆ 1. ขำขันบันเทิง 2. กำลังใจให้เพื่อน 3. สร้างแรงบันดาลใจ 4. เนื้อหาความรู้ 5. ความคิดสร้างสรรค์ ร่วมกันส่งเข้ามาเยอะๆ น้าา,มหาวิทยาลัยเกษตรศาสตร์,relevant,positive
1737249737257173400,ขอเชิญน้อง ๆ มัธยมศึกษาเข้าร่วมงาน นิทรรศการตลาดนัดหลักสูตรอุดมศึกษา โครงการเลือกแนวทางวางอนาคต ที่ ม.เกษตรศาสตร์ กับหลักสูตร วท.บ. สาขาอาหาร โภชนาการ และการกำหนดอาหาร #FNDKU #KU #kuopenhouse2023 #เกษตรศาสตร์ #TCAS67 #TCAS68 #นักโภชนาการ #นักกําหนดอาหาร #dietitian #Dietetics,ขอเชิญน้อง ๆ มัธยมศึกษาเข้าร่วมงาน นิทรรศการตลาดนัดหลักสูตรอุดมศึกษา โครงการเลือกแนวทางวางอนาคต ที่ ม.เกษตรศาสตร์ กับหลักสูตร วท.บ. สาขาอาหาร โภชนาการ และการกำหนดอาหาร,มหาวิทยาลัยเกษตรศาสตร์,relevant,positive
1819300105121681618,ขอเชิญร่วมงาน “เดินวิ่งปั่น” เฉลิมพระเกียรติพระบาทสมเด็จพระเจ้าอยู่หัว เนื่องในโอกาสมหามงคลเฉลิมพระชนมพรรษา 6 รอบ 28 กรกฎาคม 2567 #Run #วิ่ง #kasetsart #ku #เกษตรศาสตร์,ขอเชิญร่วมงาน “เดินวิ่งปั่น” เฉลิมพระเกียรติพระบาทสมเด็จพระเจ้าอยู่หัว เนื่องในโอกาสมหามงคลเฉลิมพระชนมพรรษา 6 รอบ 28 กรกฎาคม 2567,มหาวิทยาลัยเกษตรศาสตร์,irrelevant,neutral
1858149024030933150,ขายต่อซิมเทพ ของทรูค่ะ เน็ต 15 Mpb ไม่ลดสปีด 2 ปี ราคา 2000 บาท ค่าส่ง 20 ค่าาาา #ซิมเน็ต #ส่งต่อ #เน็ตทรู #ซิมเทพ,ขายต่อซิมเทพ ของทรูค่ะ เน็ต 15 Mpb ไม่ลดสปีด 2 ปี ราคา 2000 บาท ค่าส่ง 20 ค่าาาา,เน็ตทรู,relevant,neutral
1851153420696379834,ขายสัญญาต่อ 8เดือน you3condo ห้อง 1bedroom ค่าเช่าเดือนละ 9000฿ มัดจำ2เดือน ทักมาถามได้นะคับ คุยกันได้ก่อน #มก #ชาวมก #เกษตรศาสตร์ #ขายสัญญา #KU #บางเขน #เกษตรบางเขน #ดีลมก #ดีลเกษตร #พหลโยธิน #พหล34 #คอนโด #หอมก #you3condo,ขายสัญญาต่อ 8เดือน you3condo ห้อง 1bedroom ค่าเช่าเดือนละ 9000฿ มัดจำ2เดือน ทักมาถามได้นะคับ คุยกันได้ก่อน,มหาวิทยาลัยเกษตรศาสตร์,irrelevant,neutral
1862170683675206017,ขึ้น 5G ด้วยนะ นี่ขนาดแค่จะเช็คความเร็วแต่หมุนไม่หยุด สภาพค่าเน็ตเดือนละพัน #เน็ตค่ายเขียว #เน็ตเอไอเอส #เน็ตais,ขึ้น 5G ด้วยนะ นี่ขนาดแค่จะเช็คความเร็วแต่หมุนไม่หยุด สภาพค่าเน็ตเดือนละพัน,เน็ตเอไอเอส,relevant,negative
1706279448407060512,ข่าวดี!!! แพทยสภารับรองหลักสูตรแพทยศาสตร์ #เกษตรศาสตร์ อย่างเป็นทางการแล้ว #TCAS รอบ 1 หรือ #Portfolio - โครงการช้างเผือก: รับ 12 คน ใช้คะแนน: #BMAT 70% + Portfolio 25% + SOP 5% #ทีมku #ทีมมก #ทีมเกษตรศาสตร์ #dek66 #เด็กซิ่ว #เรียนไอเอลที่ไหนดี #DEK67 #TCAS67,ข่าวดี!!! แพทยสภารับรองหลักสูตรแพทยศาสตร์  อย่างเป็นทางการแล้ว  รอบ 1 หรือ  - โครงการช้างเผือก: รับ 12 คน ใช้คะแนน:  70% + Portfolio 25% + SOP 5%,มหาวิทยาลัยเกษตรศาสตร์,irrelevant,positive
1712038522243396034,คณบดีบัณฑิตวิทยาลัย พร้อมด้วยผู้บริหาร คณาจารย์ โครงการสหวิทยาการระดับบัณฑิตศึกษา ร่วมแสดงความยินดีกับดุษฎีบัณฑิตและมหาบัณฑิตของโครงการสหวิทยาการระดับบัณฑิตศึกษา และเข้าร่วมขบวนพิธีพระราชทานปริญญาบัตร ประจำปีการศึกษา 2565 เมื่อวันที่ 11 ต.ค. 2566 #ปริญญา2566 #เกษตรศาสตร์ #GradKU,คณบดีบัณฑิตวิทยาลัย พร้อมด้วยผู้บริหาร คณาจารย์ โครงการสหวิทยาการระดับบัณฑิตศึกษา ร่วมแสดงความยินดีกับดุษฎีบัณฑิตและมหาบัณฑิตของโครงการสหวิทยาการระดับบัณฑิตศึกษา และเข้าร่วมขบวนพิธีพระราชทานปริญญาบัตร ประจำปีการศึกษา 2565 เมื่อวันที่ 11 ต.ค. 2566,มหาวิทยาลัยเกษตรศาสตร์,relevant,positive
1812000571953488243,คณะประมง มหาวิทยาลัยเกษตรศาสตร์ แนะ เมนูกู้แหล่งน้ำ “ขนมจีนน้ำยาปลาหมอคางดำ” #ปลาหมอคางดำ #ขนมจีนน้ำยาปลาหมอคางดำ #คณะประมง #เกษตรศาสตร์ #ไทยพับลิก้า #Thaipublica,คณะประมง มหาวิทยาลัยเกษตรศาสตร์ แนะ เมนูกู้แหล่งน้ำ “ขนมจีนน้ำยาปลาหมอคางดำ”,มหาวิทยาลัยเกษตรศาสตร์,relevant,neutral
1655436419555549185,คณะสัตวแพทย์ศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ พร้อมต้อนรับน้องๆนิสิตใหม่เข้ามาเจอกันได้แล้วน้า เด็กๆเข้ากรุ๊ปไลน์ได้เลยนะคับบ #DEK66 #ทีมมก #สัตวแพทย์ #สัตวมก #เกษตรศาสตร์ #บางเขน #TCAS66,คณะสัตวแพทย์ศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ พร้อมต้อนรับน้องๆนิสิตใหม่เข้ามาเจอกันได้แล้วน้า เด็กๆเข้ากรุ๊ปไลน์ได้เลยนะคับบ,มหาวิทยาลัยเกษตรศาสตร์,relevant,positive
